Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category
2015,2011,0977,Cardinal,51,54,94.40,90.1 - 100%
2010,2006,0747,Boyden-Hull,44,51,86.30,80.1 - 90%
2016,2012,0081,Albia,87,90,96.70,90.1 - 100%
2014,2010,1221,Clear Creek Amana,98,108,90.70,90.1 - 100%
2016,2012,1602,Danville,46,48,95.80,90.1 - 100%
2016,2012,4905,Olin Consolidated,,,,Not Reportable
2009,2005,2097,English Valleys,37,42,88.10,80.1 - 90%
2012,2008,3119,Interstate 35,59,61,96.70,90.1 - 100%
2013,2009,0882,Burlington,217,282,77.00,70.1 - 80%
2009,2005,1576,Dallas Center-Grimes,120,125,96.00,90.1 - 100%
2015,2011,0999,Carroll,100,108,92.60,90.1 - 100%
2015,2011,6098,South Tama County,104,112,92.90,90.1 - 100%
2009,2005,1970,East Union,30,33,90.90,90.1 - 100%
2017,2013,7110,Woodward-Granger,68,73,93.20,90.1 - 100%
2012,2008,3744,Lisbon,43,44,97.70,90.1 - 100%
2016,2012,1737,Des Moines Independent,1676,2065,81.20,80.1 - 90%
2015,2011,6759,Wapello,51,52,98.10,90.1 - 100%
2010,2006,4437,Montezuma,35,38,92.10,90.1 - 100%
2012,2008,5013,Oskaloosa,126,149,84.60,80.1 - 90%
2010,2006,0081,Albia,93,98,94.90,90.1 - 100%
2011,2007,0018,Adair-Casey,27,29,93.10,90.1 - 100%
2014,2010,2376,Galva-Holstein,61,62,98.40,90.1 - 100%
2016,2012,3105,Independence,95,104,91.40,90.1 - 100%
2013,2009,2766,H-L-V,21,22,95.50,90.1 - 100%
2011,2007,5607,Rock Valley,42,47,89.40,80.1 - 90%
2017,2013,1359,Colo-NESCO,35,36,97.20,90.1 - 100%
2013,2009,2862,Hartley-Melvin-Sanborn,46,51,90.20,90.1 - 100%
2013,2009,3744,Lisbon,32,37,86.50,80.1 - 90%
2010,2006,3105,Independence,116,120,96.70,90.1 - 100%
2012,2008,5751,St Ansgar,42,43,97.70,90.1 - 100%
2015,2011,4041,Maquoketa,107,123,87.00,80.1 - 90%
2010,2006,6094,Southeast Warren,42,43,97.70,90.1 - 100%
2011,2007,6273,Sumner,71,74,96.00,90.1 - 100%
2011,2007,1197,Clarinda,71,76,93.40,90.1 - 100%
2009,2005,1368,Columbus,58,76,76.30,70.1 - 80%
2011,2007,6512,Twin Cedars,32,33,97.00,90.1 - 100%
2012,2008,5508,Riceville,26,26,100.00,90.1 - 100%
2014,2010,3060,Humboldt,95,109,87.20,80.1 - 90%
2016,2012,2834,Harmony,15,16,93.80,90.1 - 100%
2016,2012,0441,AHSTW,58,58,100.00,90.1 - 100%
2013,2009,5256,Pleasantville,37,40,92.50,90.1 - 100%
2010,2006,5184,Perry,114,128,89.10,80.1 - 90%
2010,2006,2682,GMG,35,36,97.20,90.1 - 100%
2013,2009,5994,Sibley-Ocheyedan,39,46,84.80,80.1 - 90%
2011,2007,6762,Wapsie Valley,45,45,100.00,90.1 - 100%
2012,2008,5895,Seymour,13,13,100.00,90.1 - 100%
2010,2006,1082,Central DeWitt,118,130,90.80,90.1 - 100%
2011,2007,6840,Waverly-Shell Rock,149,164,90.90,90.1 - 100%
2015,2011,0355,Ar-We-Va,14,14,100.00,90.1 - 100%
2016,2012,6099,South O'Brien,36,45,80.00,70.1 - 80%
2011,2007,2772,Hamburg,14,16,87.50,80.1 - 90%
2017,2013,4779,North Polk,89,94,94.70,90.1 - 100%
2010,2006,0333,Armstrong-Ringsted,34,34,100.00,90.1 - 100%
2017,2013,1116,Charles City,112,122,91.80,90.1 - 100%
2009,2005,4776,North Mahaska,37,39,94.90,90.1 - 100%
2010,2006,2151,Exira,27,28,96.40,90.1 - 100%
2009,2005,2511,Glenwood,146,162,90.10,90.1 - 100%
2011,2007,1908,Dunkerton,30,34,88.20,80.1 - 90%
2013,2009,3105,Independence,91,97,93.80,90.1 - 100%
2016,2012,2772,Hamburg,,,,Not Reportable
2009,2005,4043,Maquoketa Valley,63,70,90.00,80.1 - 90%
2017,2013,4043,Maquoketa Valley,52,54,96.30,90.1 - 100%
2014,2010,4785,North Tama County,29,36,80.60,80.1 - 90%
2009,2005,5976,Shenandoah,67,82,81.70,80.1 - 90%
2010,2006,2772,Hamburg,27,29,93.10,90.1 - 100%
2011,2007,5163,Pekin,50,53,94.30,90.1 - 100%
2017,2013,6264,West Central Valley,58,63,92.10,90.1 - 100%
2013,2009,2295,Forest City,77,83,92.80,90.1 - 100%
2011,2007,1975,River Valley,40,41,97.60,90.1 - 100%
2017,2013,2781,Hampton-Dumont,75,77,97.40,90.1 - 100%
2011,2007,2369,Fremont-Mills,37,41,90.20,90.1 - 100%
2011,2007,1350,Collins-Maxwell,48,51,94.10,90.1 - 100%
2016,2012,4995,Osage,74,75,98.70,90.1 - 100%
2010,2006,2295,Forest City,89,101,88.10,80.1 - 90%
2016,2012,6961,Western Dubuque,220,222,99.10,90.1 - 100%
2012,2008,6512,Twin Cedars,36,39,92.30,90.1 - 100%
2015,2011,6091,South Central Calhoun,68,71,95.80,90.1 - 100%
2016,2012,6012,Sigourney,35,40,87.50,80.1 - 90%
2009,2005,4784,North Scott,195,236,82.60,80.1 - 90%
2009,2005,5823,Schaller-Crestland,26,30,86.70,80.1 - 90%
2009,2005,1602,Danville,42,45,93.30,90.1 - 100%
2014,2010,4271,Mid-Prairie,75,84,89.30,80.1 - 90%
2012,2008,3691,North Cedar,48,52,92.30,90.1 - 100%
2010,2006,4778,North Kossuth,35,37,94.60,90.1 - 100%
2011,2007,0414,Audubon,57,61,93.40,90.1 - 100%
2017,2013,6273,Sumner-Fredericksburg,61,64,95.30,90.1 - 100%
2017,2013,4777,North Linn,46,48,95.80,90.1 - 100%
2016,2012,5250,Pleasant Valley,286,296,96.60,90.1 - 100%
2013,2009,3154,Iowa Valley,44,46,95.70,90.1 - 100%
2010,2006,2862,Hartley-Melvin-Sanborn,56,63,88.90,80.1 - 90%
2016,2012,4581,Muscatine,283,350,80.90,80.1 - 90%
2010,2006,6937,West Burlington,53,58,91.40,90.1 - 100%
2017,2013,5463,Red Oak,87,95,91.60,90.1 - 100%
2010,2006,6219,Storm Lake,93,164,56.70,50.1 - 60%
2014,2010,6098,South Tama County,91,100,91.00,90.1 - 100%
2010,2006,3555,Lawton-Bronson,52,55,94.60,90.1 - 100%
2013,2009,5643,Roland-Story,74,76,97.40,90.1 - 100%
2016,2012,4772,Central Springs,57,61,93.40,90.1 - 100%
2016,2012,0423,Aurelia,,,,Not Reportable
2009,2005,6921,West Bend-Mallard,33,34,97.10,90.1 - 100%
2009,2005,5283,Pocahontas Area,68,69,98.60,90.1 - 100%
2011,2007,5877,Sergeant Bluff-Luton,101,105,96.20,90.1 - 100%
2014,2010,1611,Davenport,889,1074,82.80,80.1 - 90%
2012,2008,3978,East Mills,20,25,80.00,70.1 - 80%
2009,2005,6961,Western Dubuque,260,264,98.50,90.1 - 100%
2017,2013,3033,Hubbard-Radcliffe,,,,Not Reportable
2012,2008,5250,Pleasant Valley,258,266,97.00,90.1 - 100%
2014,2010,5724,Ruthven-Ayrshire,20,20,100.00,90.1 - 100%
2017,2013,2763,Clayton Ridge,64,79,81.00,80.1 - 90%
2015,2011,2457,George-Little Rock,27,28,96.40,90.1 - 100%
2009,2005,2295,Forest City,102,108,94.40,90.1 - 100%
2012,2008,7029,Williamsburg,88,91,96.70,90.1 - 100%
2010,2006,0720,Bondurant-Farrar,89,99,89.90,80.1 - 90%
2011,2007,2862,Hartley-Melvin-Sanborn,49,52,94.20,90.1 - 100%
2013,2009,1719,Denver,55,55,100.00,90.1 - 100%
2013,2009,0657,Eddyville-Blakesburg,70,82,85.40,80.1 - 90%
2017,2013,4689,New London,34,36,94.40,90.1 - 100%
2011,2007,2718,Griswold,56,57,98.30,90.1 - 100%
2014,2010,6264,West Central Valley,61,66,92.40,90.1 - 100%
2010,2006,3715,Linn-Mar,389,424,91.80,90.1 - 100%
2009,2005,6985,West Marshall,62,70,88.60,80.1 - 90%
2017,2013,0355,Ar-We-Va,17,17,100.00,90.1 - 100%
2017,2013,1079,Central Lee,65,69,94.20,90.1 - 100%
2012,2008,4518,Moulton-Udell,11,11,100.00,90.1 - 100%
2012,2008,0873,North Iowa,28,32,87.50,80.1 - 90%
2016,2012,2369,Fremont-Mills,31,33,93.90,90.1 - 100%
2013,2009,1782,Diagonal,,,,Not Reportable
2015,2011,0621,Bettendorf,307,333,92.20,90.1 - 100%
2013,2009,4599,Nashua-Plainfield,51,54,94.40,90.1 - 100%
2015,2011,6039,Sioux City,783,898,87.20,80.1 - 90%
2011,2007,0333,Armstrong-Ringsted,16,16,100.00,90.1 - 100%
2013,2009,6094,Southeast Warren,32,32,100.00,90.1 - 100%
2016,2012,4149,MOC-Floyd Valley,102,103,99.00,90.1 - 100%
2015,2011,4777,North Linn,45,47,95.70,90.1 - 100%
2009,2005,1503,Creston,86,96,89.60,80.1 - 90%
2017,2013,2369,Fremont-Mills,35,35,100.00,90.1 - 100%
2013,2009,4446,Monticello,73,84,86.90,80.1 - 90%
2013,2009,1337,College,281,305,92.10,90.1 - 100%
2011,2007,1638,Decorah,137,142,96.50,90.1 - 100%
2011,2007,2169,Fairfield,117,135,86.70,80.1 - 90%
2013,2009,6987,West Monona,46,52,88.50,80.1 - 90%
2014,2010,3942,Madrid,43,45,95.60,90.1 - 100%
2012,2008,3465,Lamoni,24,24,100.00,90.1 - 100%
2016,2012,4356,Missouri Valley,68,69,98.60,90.1 - 100%
2009,2005,2556,Graettinger,34,35,97.10,90.1 - 100%
2015,2011,1350,Collins-Maxwell,35,40,87.50,80.1 - 90%
2009,2005,1080,Central,39,43,90.70,90.1 - 100%
2014,2010,4505,Mormon Trail,13,14,92.90,90.1 - 100%
2017,2013,6615,Van Meter,45,47,95.70,90.1 - 100%
2012,2008,6138,Springville,21,25,84.00,80.1 - 90%
2011,2007,4784,North Scott,208,236,88.10,80.1 - 90%
2011,2007,5121,Panorama,61,62,98.40,90.1 - 100%
2009,2005,2682,GMG,31,34,91.20,90.1 - 100%
2015,2011,2673,Nodaway Valley,48,48,100.00,90.1 - 100%
2014,2010,4104,Marshalltown,323,371,87.10,80.1 - 90%
2009,2005,2772,Hamburg,18,21,85.70,80.1 - 90%
2011,2007,6741,East Sac County,69,75,92.00,90.1 - 100%
2013,2009,0081,Albia,69,74,93.20,90.1 - 100%
2012,2008,2376,Galva-Holstein,53,53,100.00,90.1 - 100%
2013,2009,7029,Williamsburg,85,88,96.60,90.1 - 100%
2012,2008,4890,Okoboji,55,60,91.70,90.1 - 100%
2012,2008,4086,Marion,127,137,92.70,90.1 - 100%
2010,2006,4662,New Hampton,101,112,90.20,90.1 - 100%
2016,2012,4890,Okoboji,60,63,95.20,90.1 - 100%
2012,2008,1218,Clay Central-Everly,30,32,93.80,90.1 - 100%
2012,2008,5337,Preston,34,35,97.10,90.1 - 100%
2013,2009,7083,Woden-Crystal Lake,,,,Not Reportable
2010,2006,3609,Lenox,22,23,95.70,90.1 - 100%
2013,2009,1211,Clarke,73,83,88.00,80.1 - 90%
2017,2013,3978,East Mills,36,38,94.70,90.1 - 100%
2015,2011,6987,West Monona,44,46,95.70,90.1 - 100%
2010,2006,4779,North Polk,96,97,99.00,90.1 - 100%
2011,2007,6921,West Bend-Mallard,26,26,100.00,90.1 - 100%
2014,2010,2007,Eldora-New Providence,57,62,91.90,90.1 - 100%
2013,2009,6969,West Harrison,36,37,97.30,90.1 - 100%
2013,2009,0126,Algona,93,100,93.00,90.1 - 100%
2012,2008,1602,Danville,43,46,93.50,90.1 - 100%
2010,2006,6471,Tripoli,42,42,100.00,90.1 - 100%
2014,2010,3691,North Cedar,60,65,92.30,90.1 - 100%
2009,2005,5250,Pleasant Valley,262,286,91.60,90.1 - 100%
2011,2007,6138,Springville,24,28,85.70,80.1 - 90%
2009,2005,2727,Grundy Center,55,60,91.70,90.1 - 100%
2015,2011,3195,Greene County,82,90,91.10,90.1 - 100%
2010,2006,7098,Woodbury Central,39,39,100.00,90.1 - 100%
2015,2011,5724,Ruthven-Ayrshire,19,19,100.00,90.1 - 100%
2017,2013,5486,Remsen-Union,,,,Not Reportable
2012,2008,1080,Central,34,37,91.90,90.1 - 100%
2011,2007,4773,Northeast,49,51,96.10,90.1 - 100%
2011,2007,4505,Mormon Trail,11,13,84.60,80.1 - 90%
2011,2007,4774,North Fayette,87,92,94.60,90.1 - 100%
2013,2009,1965,East Central,,,,Not Reportable
2015,2011,3033,Hubbard-Radcliffe,,,,Not Reportable
2015,2011,0225,Ames,288,310,92.90,90.1 - 100%
2016,2012,6950,West Delaware County,121,123,98.40,90.1 - 100%
2010,2006,2754,Guthrie Center,54,55,98.20,90.1 - 100%
2013,2009,1602,Danville,37,43,86.10,80.1 - 90%
2011,2007,1863,Dubuque,674,770,87.50,80.1 - 90%
2012,2008,1044,Cedar Falls,348,363,95.90,90.1 - 100%
2015,2011,2124,Estherville Lincoln,67,76,88.20,80.1 - 90%
2014,2010,6273,Sumner-Fredericksburg,53,54,98.20,90.1 - 100%
2010,2006,5163,Pekin,71,74,96.00,90.1 - 100%
2014,2010,4518,Moulton-Udell,10,10,100.00,90.1 - 100%
2014,2010,4023,Manson Northwest Webster,55,61,90.20,90.1 - 100%
2016,2012,1278,Clinton,242,270,89.60,80.1 - 90%
2013,2009,4086,Marion,162,173,93.60,90.1 - 100%
2010,2006,0936,Camanche,59,74,79.70,70.1 - 80%
2013,2009,3942,Madrid,41,44,93.20,90.1 - 100%
2013,2009,0441,A-H-S-T,33,38,86.80,80.1 - 90%
2011,2007,4149,MOC-Floyd Valley,96,99,97.00,90.1 - 100%
2013,2009,4068,Marcus-Meriden-Cleghorn,44,46,95.70,90.1 - 100%
2009,2005,3715,Linn-Mar,336,363,92.60,90.1 - 100%
2014,2010,2322,Fort Madison,135,144,93.80,90.1 - 100%
2011,2007,5949,Sheldon,80,87,92.00,90.1 - 100%
2013,2009,5049,Ottumwa,290,326,89.00,80.1 - 90%
2011,2007,2295,Forest City,101,110,91.80,90.1 - 100%
2014,2010,6120,Spirit Lake,78,91,85.70,80.1 - 90%
2010,2006,6921,West Bend-Mallard,31,33,93.90,90.1 - 100%
2015,2011,3154,Iowa Valley,42,48,87.50,80.1 - 90%
2012,2008,4505,Mormon Trail,25,29,86.20,80.1 - 90%
2009,2005,4644,Newell-Fonda,32,33,97.00,90.1 - 100%
2017,2013,4536,Mount Pleasant,151,175,86.30,80.1 - 90%
2015,2011,0472,Ballard,127,130,97.70,90.1 - 100%
2016,2012,7002,Whiting,12,13,92.30,90.1 - 100%
2013,2009,4784,North Scott,203,223,91.00,90.1 - 100%
2012,2008,4785,North Tama County,37,38,97.40,90.1 - 100%
2017,2013,1917,Boyer Valley,32,36,88.90,80.1 - 90%
2009,2005,6101,Southeast Polk,400,418,95.70,90.1 - 100%
2014,2010,0414,Audubon,40,41,97.60,90.1 - 100%
2011,2007,3555,Lawton-Bronson,58,63,92.10,90.1 - 100%
2013,2009,2520,Glidden-Ralston,25,25,100.00,90.1 - 100%
2012,2008,1093,Central Decatur,49,51,96.10,90.1 - 100%
2016,2012,5463,Red Oak,75,82,91.50,90.1 - 100%
2013,2009,6408,Tipton,48,53,90.60,90.1 - 100%
2016,2012,6471,Tripoli,37,42,88.10,80.1 - 90%
2017,2013,4203,Mediapolis,50,54,92.60,90.1 - 100%
2012,2008,5994,Sibley-Ocheyedan,53,55,96.40,90.1 - 100%
2016,2012,0729,Boone,161,173,93.10,90.1 - 100%
2015,2011,3744,Lisbon,51,51,100.00,90.1 - 100%
2013,2009,6512,Twin Cedars,42,44,95.50,90.1 - 100%
2013,2009,4644,Newell-Fonda,30,32,93.80,90.1 - 100%
2014,2010,6987,West Monona,31,36,86.10,80.1 - 90%
2015,2011,4617,Nevada,92,103,89.30,80.1 - 90%
2017,2013,1233,Clear Lake,61,66,92.40,90.1 - 100%
2017,2013,1503,Creston,90,96,93.80,90.1 - 100%
2017,2013,3204,Jesup,42,45,93.30,90.1 - 100%
2016,2012,0999,Carroll,104,109,95.40,90.1 - 100%
2009,2005,0846,Brooklyn-Guernsey-Malcom,42,45,93.30,90.1 - 100%
2013,2009,4774,North Fayette,57,59,96.60,90.1 - 100%
2013,2009,2016,Elk Horn-Kimballton,28,29,96.60,90.1 - 100%
2011,2007,1095,Central Lyon,44,46,95.70,90.1 - 100%
2011,2007,3060,Humboldt,92,94,97.90,90.1 - 100%
2015,2011,6099,South O'Brien,42,50,84.00,80.1 - 90%
2010,2006,7110,Woodward-Granger,37,43,86.10,80.1 - 90%
2016,2012,0243,Andrew,,,,Not Reportable
2013,2009,0914,CAM,32,36,88.90,80.1 - 90%
2011,2007,2763,Clayton Ridge,61,67,91.00,90.1 - 100%
2010,2006,7029,Williamsburg,102,105,97.10,90.1 - 100%
2014,2010,0999,Carroll,98,108,90.70,90.1 - 100%
2016,2012,5184,Perry,134,139,96.40,90.1 - 100%
2014,2010,0549,Bedford,27,27,100.00,90.1 - 100%
2010,2006,2766,H-L-V,30,33,90.90,90.1 - 100%
2011,2007,6165,Stanton,19,19,100.00,90.1 - 100%
2014,2010,3645,Lewis Central,194,208,93.30,90.1 - 100%
2016,2012,0387,Atlantic,77,83,92.80,90.1 - 100%
2016,2012,0225,Ames,274,294,93.20,90.1 - 100%
2011,2007,3798,Logan-Magnolia,60,63,95.20,90.1 - 100%
2010,2006,7056,Winterset,113,115,98.30,90.1 - 100%
2009,2005,4785,North Tama County,30,31,96.80,90.1 - 100%
2017,2013,5922,West Fork,47,47,100.00,90.1 - 100%
2012,2008,2766,H-L-V,27,27,100.00,90.1 - 100%
2014,2010,3168,IKM-Manning,46,47,97.90,90.1 - 100%
2009,2005,6762,Wapsie Valley,38,39,97.40,90.1 - 100%
2011,2007,2511,Glenwood,156,174,89.70,80.1 - 90%
2016,2012,6867,Webster City,133,140,95.00,90.1 - 100%
2014,2010,3154,Iowa Valley,48,52,92.30,90.1 - 100%
2013,2009,6536,Union,93,100,93.00,90.1 - 100%
2009,2005,4023,Manson Northwest Webster,67,69,97.10,90.1 - 100%
2009,2005,3150,Iowa Falls,88,94,93.60,90.1 - 100%
2009,2005,5184,Perry,127,148,85.80,80.1 - 90%
2015,2011,6985,West Marshall,54,54,100.00,90.1 - 100%
2012,2008,1152,Cherokee,65,72,90.30,90.1 - 100%
2017,2013,0657,Eddyville-Blakesburg- Fremont,49,53,92.50,90.1 - 100%
2016,2012,6534,Underwood,61,62,98.40,90.1 - 100%
2014,2010,1079,Central Lee,70,76,92.10,90.1 - 100%
2016,2012,1107,Chariton,101,103,98.10,90.1 - 100%
2013,2009,3906,Lynnville-Sully,39,40,97.50,90.1 - 100%
2012,2008,2988,Hinton,46,46,100.00,90.1 - 100%
2014,2010,2313,Fort Dodge,214,267,80.20,80.1 - 90%
2014,2010,0279,Aplington-Parkersburg,58,58,100.00,90.1 - 100%
2015,2011,6219,Storm Lake,91,171,53.20,50.1 - 60%
2014,2010,1431,Corning,52,54,96.30,90.1 - 100%
2016,2012,0027,Adel DeSoto Minburn,108,109,99.10,90.1 - 100%
2015,2011,1953,Earlham,46,46,100.00,90.1 - 100%
2009,2005,4905,Olin,14,17,82.40,80.1 - 90%
2014,2010,1975,River Valley,28,29,96.60,90.1 - 100%
2010,2006,3312,Keokuk,151,175,86.30,80.1 - 90%
2010,2006,1080,Central,54,58,93.10,90.1 - 100%
2014,2010,6097,South Page,10,11,90.90,90.1 - 100%
2017,2013,1963,East Buchanan,35,37,94.60,90.1 - 100%
2011,2007,5643,Roland-Story,80,82,97.60,90.1 - 100%
2015,2011,3942,Madrid,47,48,97.90,90.1 - 100%
2013,2009,4509,Morning Sun,10,12,83.30,80.1 - 90%
2015,2011,1337,College,317,335,94.60,90.1 - 100%
2015,2011,0126,Algona,97,106,91.50,90.1 - 100%
2012,2008,0355,Ar-We-Va,20,21,95.20,90.1 - 100%
2011,2007,5310,Postville,37,37,100.00,90.1 - 100%
2016,2012,5976,Shenandoah,105,108,97.20,90.1 - 100%
2012,2008,6950,West Delaware County,131,137,95.60,90.1 - 100%
2011,2007,4014,Manning,59,61,96.70,90.1 - 100%
2011,2007,2826,Harlan,129,136,94.90,90.1 - 100%
2011,2007,4772,North Central,73,74,98.70,90.1 - 100%
2014,2010,7047,Winfield-Mt Union,23,24,95.80,90.1 - 100%
2014,2010,1089,Central City,19,21,90.50,90.1 - 100%
2009,2005,1089,Central City,27,33,81.80,80.1 - 90%
2009,2005,3465,Lamoni,27,28,96.40,90.1 - 100%
2016,2012,2376,Galva-Holstein,65,65,100.00,90.1 - 100%
2009,2005,6453,Treynor,51,53,96.20,90.1 - 100%
2011,2007,5751,St Ansgar,46,46,100.00,90.1 - 100%
2009,2005,4269,Midland,33,34,97.10,90.1 - 100%
2017,2013,0594,Belmond-Klemme,62,63,98.40,90.1 - 100%
2010,2006,5724,Ruthven-Ayrshire,20,20,100.00,90.1 - 100%
2012,2008,1503,Creston,82,93,88.20,80.1 - 90%
2011,2007,0135,Allamakee,130,132,98.50,90.1 - 100%
2016,2012,1963,East Buchanan,42,42,100.00,90.1 - 100%
2013,2009,2826,Harlan,115,120,95.80,90.1 - 100%
2011,2007,1221,Clear Creek Amana,128,148,86.50,80.1 - 90%
2012,2008,1413,Coon Rapids-Bayard,35,39,89.70,80.1 - 90%
2012,2008,1782,Diagonal,,,,Not Reportable
2011,2007,3114,Indianola,217,233,93.10,90.1 - 100%
2016,2012,3348,Kingsley-Pierson,46,49,93.90,90.1 - 100%
2017,2013,5805,Saydel,85,95,89.50,80.1 - 90%
2011,2007,6030,Sioux Center,63,72,87.50,80.1 - 90%
2009,2005,3204,Jesup,47,60,78.30,70.1 - 80%
2009,2005,3942,Madrid,31,33,93.90,90.1 - 100%
2012,2008,3375,Knoxville,135,156,86.50,80.1 - 90%
2009,2005,2205,Farragut,23,24,95.80,90.1 - 100%
2016,2012,1233,Clear Lake,95,98,96.90,90.1 - 100%
2011,2007,3312,Keokuk,139,174,79.90,70.1 - 80%
2017,2013,2466,Gilbert,106,111,95.50,90.1 - 100%
2009,2005,5301,Pomeroy-Palmer,15,15,100.00,90.1 - 100%
2009,2005,5643,Roland-Story,80,84,95.20,90.1 - 100%
2010,2006,6957,West Des Moines,577,626,92.20,90.1 - 100%
2010,2006,1926,Durant,56,61,91.80,90.1 - 100%
2011,2007,2977,Highland,33,41,80.50,80.1 - 90%
2011,2007,1359,Colo-Nesco,27,31,87.10,80.1 - 90%
2013,2009,6175,Starmont,51,52,98.10,90.1 - 100%
2010,2006,4644,Newell-Fonda,40,41,97.60,90.1 - 100%
2016,2012,1044,Cedar Falls,385,401,96.00,90.1 - 100%
2009,2005,2457,George-Little Rock,37,41,90.20,90.1 - 100%
2014,2010,3420,Lake Mills,39,42,92.90,90.1 - 100%
2012,2008,1368,Columbus,64,84,76.20,70.1 - 80%
2011,2007,3816,Lone Tree,23,23,100.00,90.1 - 100%
2009,2005,3312,Keokuk,139,160,86.90,80.1 - 90%
2013,2009,0225,Ames,292,321,91.00,90.1 - 100%
2017,2013,6950,West Delaware County,108,114,94.70,90.1 - 100%
2013,2009,0279,Aplington-Parkersburg,72,73,98.60,90.1 - 100%
2012,2008,6091,Southern Cal,61,65,93.90,90.1 - 100%
2017,2013,6741,East Sac County,62,66,93.90,90.1 - 100%
2013,2009,6264,West Central Valley,53,54,98.20,90.1 - 100%
2017,2013,4785,North Tama County,33,33,100.00,90.1 - 100%
2013,2009,4617,Nevada,101,106,95.30,90.1 - 100%
2014,2010,2781,Hampton-Dumont,71,78,91.00,90.1 - 100%
2014,2010,2988,Hinton,61,61,100.00,90.1 - 100%
2016,2012,1218,Clay Central-Everly,19,21,90.50,90.1 - 100%
2014,2010,6762,Wapsie Valley,57,58,98.30,90.1 - 100%
2013,2009,5121,Panorama,52,53,98.10,90.1 - 100%
2013,2009,1908,Dunkerton,38,38,100.00,90.1 - 100%
2014,2010,0977,Cardinal,65,72,90.30,90.1 - 100%
2015,2011,1062,Center Point-Urbana,77,83,92.80,90.1 - 100%
2017,2013,0747,Boyden-Hull,39,40,97.50,90.1 - 100%
2010,2006,5994,Sibley-Ocheyedan,60,67,89.60,80.1 - 90%
2010,2006,4773,Northeast,53,54,98.20,90.1 - 100%
2010,2006,0261,Ankeny,454,475,95.60,90.1 - 100%
2016,2012,6094,Southeast Warren,22,25,88.00,80.1 - 90%
2016,2012,0576,Belle Plaine,33,39,84.60,80.1 - 90%
2014,2010,6003,Sidney,25,25,100.00,90.1 - 100%
2011,2007,1719,Denver,46,47,97.90,90.1 - 100%
2014,2010,1350,Collins-Maxwell,30,30,100.00,90.1 - 100%
2017,2013,4104,Marshalltown,288,327,88.10,80.1 - 90%
2015,2011,5013,Oskaloosa,153,173,88.40,80.1 - 90%
2011,2007,6534,Underwood,50,50,100.00,90.1 - 100%
2013,2009,1215,Clarksville,25,25,100.00,90.1 - 100%
2016,2012,5166,Pella,154,158,97.50,90.1 - 100%
2010,2006,5049,Ottumwa,283,343,82.50,80.1 - 90%
2009,2005,4086,Marion,165,175,94.30,90.1 - 100%
2009,2005,1431,Corning,53,55,96.40,90.1 - 100%
2013,2009,6101,Southeast Polk,358,371,96.50,90.1 - 100%
2011,2007,4689,New London,42,45,93.30,90.1 - 100%
2016,2012,4509,Morning Sun,12,16,75.00,70.1 - 80%
2010,2006,6100,South Winneshiek,72,77,93.50,90.1 - 100%
2013,2009,1332,Colfax-Mingo,47,49,95.90,90.1 - 100%
2011,2007,5325,Prairie Valley,40,53,75.50,70.1 - 80%
2011,2007,5256,Pleasantville,52,56,92.90,90.1 - 100%
2014,2010,6102,Spencer,132,141,93.60,90.1 - 100%
2009,2005,6983,West Lyon,48,52,92.30,90.1 - 100%
2013,2009,3816,Lone Tree,40,41,97.60,90.1 - 100%
2010,2006,2322,Fort Madison,127,159,79.90,70.1 - 80%
2010,2006,0009,AGWSR,43,46,93.50,90.1 - 100%
2011,2007,1944,Eagle Grove,57,67,85.10,80.1 - 90%
2012,2008,5510,Riverside,37,39,94.90,90.1 - 100%
2016,2012,6561,United,,,,Not Reportable
2009,2005,7110,Woodward-Granger,54,65,83.10,80.1 - 90%
2010,2006,7002,Whiting,19,19,100.00,90.1 - 100%
2015,2011,1737,Des Moines Independent,1517,1937,78.30,70.1 - 80%
2014,2010,0609,Benton,112,124,90.30,90.1 - 100%
2010,2006,3978,Malvern,33,37,89.20,80.1 - 90%
2015,2011,6471,Tripoli,28,30,93.30,90.1 - 100%
2015,2011,3042,Hudson,53,55,96.40,90.1 - 100%
2015,2011,2369,Fremont-Mills,40,42,95.20,90.1 - 100%
2016,2012,4518,Moulton-Udell,21,21,100.00,90.1 - 100%
2017,2013,1093,Central Decatur,59,59,100.00,90.1 - 100%
2015,2011,4203,Mediapolis,58,68,85.30,80.1 - 90%
2014,2010,4527,Mount Ayr,43,44,97.70,90.1 - 100%
2016,2012,3715,Linn-Mar,436,470,92.80,90.1 - 100%
2009,2005,1476,Council Bluffs,486,644,75.50,70.1 - 80%
2009,2005,2763,Clayton Ridge,56,61,91.80,90.1 - 100%
2010,2006,6987,West Monona,47,55,85.50,80.1 - 90%
2013,2009,6003,Sidney,30,32,93.80,90.1 - 100%
2017,2013,1134,Charter Oak-Ute,23,24,95.80,90.1 - 100%
2009,2005,6165,Stanton,24,25,96.00,90.1 - 100%
2016,2012,4788,Northwood-Kensett,46,47,97.90,90.1 - 100%
2013,2009,3609,Lenox,23,27,85.20,80.1 - 90%
2016,2012,6003,Sidney,31,33,93.90,90.1 - 100%
2016,2012,2457,George-Little Rock,37,39,94.90,90.1 - 100%
2012,2008,0729,Boone,160,183,87.40,80.1 - 90%
